customerID;gender;Partner;PhoneService;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;PaperlessBilling;Churn
2819-GWENI;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1043-YCUTE;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;Yes
3814-MLAXC;Female;No;Yes;Fiber optic;No;No;No;Yes;No;No;Yes;Yes
3572-UUHRS;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
2692-PFYTJ;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
1226-UDFZR;Female;No;Yes;DSL;No;Yes;No;No;No;No;Yes;Yes
5955-EPOAZ;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
6821-JPCDC;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes;No
8815-LMFLX;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
9135-HSWOC;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
8582-KRHPJ;Male;No;No;DSL;Yes;Yes;No;No;No;No;Yes;No
5811-IWXYM;Female;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;No;No
7044-YAACC;Male;Yes;Yes;Fiber optic;No;No;No;No;No;No;Yes;No
8189-XRIKE;Female;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;No;No
1506-YJTYT;Male;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;No;No
4123-DVHPH;Male;Yes;Yes;Fiber optic;Yes;No;No;No;No;Yes;Yes;No
6425-YQLLO;Female;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Yes;Yes
5442-UTCVD;Male;No;Yes;Fiber optic;No;No;Yes;No;No;Yes;No;Yes
2228-BZDEE;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7734-DBOAI;Female;Yes;No;DSL;No;No;No;Yes;Yes;No;No;Yes
2789-CZANW;Female;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;No;No
2091-RFFBA;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
2114-MGINA;Female;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
7596-LDUXP;Female;No;Yes;Fiber optic;Yes;No;No;No;Yes;No;Yes;No
3740-RLMVT;Male;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Yes;No
4489-SNOJF;Female;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;No;No;Yes
2192-OZITF;Female;No;Yes;DSL;Yes;No;No;Yes;No;Yes;No;No
5651-CPDND;Male;No;Yes;DSL;No;No;No;No;No;No;No;No
2186-QZEYA;Female;No;Yes;DSL;Yes;Yes;No;No;No;No;Yes;No
1131-ALZWV;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7729-XBTWX;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
9134-WYRVP;Male;No;Yes;Fiber optic;Yes;No;No;No;Yes;No;No;No
3284-SVCRO;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
9732-OUYRN;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0559-CKHUS;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
2931-SVLTV;Male;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;No
6899-PPEEA;Female;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
7504-UWHNB;Male;No;Yes;Fiber optic;No;No;No;No;No;No;No;No
2582-FFFZR;Female;No;No;DSL;No;No;Yes;No;Yes;Yes;Yes;No
8908-NMQTX;Male;No;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
2187-LZGPL;Female;No;No;DSL;No;Yes;No;No;No;Yes;Yes;Yes
1431-AIDJQ;Male;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;No;No
6288-LBEAR;Female;No;Yes;Fiber optic;No;Yes;No;Yes;No;No;Yes;No
4597-NUCQV;Male;No;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes;Yes
9019-QVLZD;Female;No;Yes;Fiber optic;No;No;No;No;Yes;No;No;Yes
8413-YNHNV;Male;No;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;No
5808-TOTXO;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
4369-NYSCF;Male;No;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Yes;No
6333-YDVLT;Male;No;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Yes;No
5324-KTGCG;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5599-HVLTW;Female;No;Yes;Fiber optic;No;No;Yes;No;No;No;Yes;No
7394-LWLYN;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;No
3707-LRWZD;Female;No;Yes;Fiber optic;No;No;No;No;Yes;No;No;Yes
6873-UDNLD;Male;No;Yes;DSL;Yes;No;Yes;No;No;Yes;No;No
2700-LUEVA;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1455-ESIQH;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
0958-YHXGP;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;No
1101-SSWAG;Female;Yes;Yes;DSL;No;No;No;No;No;No;Yes;No
2979-SXESE;Female;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;No;Yes
4013-TLDHQ;Male;No;Yes;Fiber optic;No;Yes;Yes;No;No;No;Yes;Yes
5743-KHMNA;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
4194-FJARJ;Female;Yes;Yes;DSL;Yes;No;No;Yes;No;No;No;No
5325-UWTWJ;Male;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Yes;No
3969-GYXEL;Female;No;Yes;Fiber optic;Yes;No;No;No;No;No;No;No
9208-OLGAQ;Female;No;Yes;Fiber optic;No;No;Yes;No;No;Yes;Yes;No
3244-CQPHU;Female;No;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;No
2674-MLXMN;Female;No;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes;No
9708-HPXWZ;Male;No;No;DSL;No;No;Yes;Yes;Yes;No;No;No
6992-TKNYO;Male;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;No;No
4468-YDOVK;Male;No;Yes;DSL;No;No;No;Yes;No;No;Yes;No
3754-DXMRT;Male;No;Yes;DSL;No;No;No;No;No;No;Yes;Yes
5792-JALQC;Female;No;Yes;DSL;Yes;No;Yes;No;No;No;No;No
7130-VTEWQ;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
2200-DSAAL;Female;No;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Yes;No
4302-ZYFEL;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
9351-LZYGF;Female;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Yes;No
4366-CTOUZ;Female;No;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Yes;No
6121-VZNQB;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;Yes
7903-CMPEY;Male;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Yes;Yes
1518-OMDIK;Male;Yes;Yes;DSL;No;No;No;No;No;No;Yes;No
6671-NGWON;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0595-ITUDF;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Yes;No
6996-KNSML;Female;No;Yes;Fiber optic;No;No;Yes;No;No;No;Yes;Yes
1955-IBMMB;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
0096-BXERS;Female;Yes;Yes;DSL;No;No;No;No;No;No;No;No
3806-YAZOV;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7998-ZLXWN;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
6253-WRFHY;Male;Yes;Yes;DSL;No;No;No;No;Yes;Yes;Yes;No
9133-AYJZG;Female;No;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes;No
2675-OTVVJ;Male;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;No;No
8680-CGLTP;Male;No;Yes;DSL;Yes;Yes;No;Yes;No;No;Yes;No
8430-TWCBX;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
5018-GWURO;Female;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Yes;No
6741-QRLUP;Female;No;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Yes;No
4737-HOBAX;Male;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;No;No
0537-QYZZN;Male;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Yes;No
3340-QBBFM;Male;Yes;Yes;DSL;No;No;Yes;Yes;No;No;No;No
1704-NRWYE;Female;No;Yes;Fiber optic;No;No;No;No;Yes;No;Yes;Yes
2592-SEIFQ;Male;No;No;DSL;No;No;No;No;No;No;No;Yes
8200-KLNYW;Female;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;No;No
3372-CDXFJ;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
4781-ZXYGU;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
7632-YUTXB;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
2718-YSKCS;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
9896-UYMIE;Male;No;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
0853-NWIFK;Female;No;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Yes;No
8212-CRQXP;Female;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Yes;No
6980-CDGFC;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
7691-XVTZH;Female;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Yes;No
2520-SGTTA;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7481-ATQQS;Female;No;Yes;Fiber optic;No;No;Yes;No;No;Yes;Yes;Yes
2277-VWCNI;Female;No;Yes;DSL;No;No;No;No;No;No;No;No
1088-CNNKB;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;No;No
8642-GVWRF;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;No;Yes
1930-BZLHI;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
3400-ESFUW;Male;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;No;Yes
5868-YTYKS;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
3525-DVKFN;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1482-OXZSY;Male;No;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Yes;No
0377-JBKKT;Male;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Yes;No
5778-BVOFB;Female;No;Yes;DSL;No;No;No;Yes;Yes;No;Yes;No
3373-YZZYM;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
2057-ZBLPD;Female;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Yes;Yes
0228-MAUWC;Male;No;Yes;DSL;No;No;Yes;Yes;No;No;No;No
5502-RLUYV;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes;Yes
0023-HGHWL;Male;No;No;DSL;No;No;No;No;No;No;Yes;Yes
7663-YJHSN;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Yes;No
4915-BFSXL;Male;Yes;Yes;DSL;Yes;No;Yes;No;Yes;No;No;No
3086-RUCRN;Female;No;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Yes;No
5215-LNLDJ;Female;Yes;No;DSL;No;No;No;No;No;No;Yes;No
7576-JMYWV;Female;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;No
9039-RBEEE;Male;No;No;DSL;Yes;Yes;No;Yes;Yes;No;Yes;Yes
0257-KXZGU;Female;Yes;Yes;DSL;No;Yes;Yes;No;No;No;No;No
1307-ATKGB;Male;No;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Yes;No
8417-FMLZI;Male;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Yes;Yes
3714-XPXBW;Female;No;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Yes;No
1850-AKQEP;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
2824-DXNKN;Female;Yes;Yes;DSL;Yes;No;Yes;No;Yes;No;Yes;No
5227-JSCFE;Male;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;No;No
0848-ZGQIJ;Female;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes;No
3621-CHYVB;Female;Yes;No;DSL;Yes;No;Yes;Yes;No;Yes;Yes;No
8042-RNLKO;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1792-UXAFY;Female;No;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Yes;Yes
5372-FBKBN;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0420-TXVSG;Male;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;Yes;No
6217-TOWGS;Female;Yes;Yes;DSL;No;Yes;No;No;Yes;Yes;Yes;No
0515-YPMCW;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
0378-XSZPU;Male;Yes;Yes;DSL;Yes;Yes;Yes;No;No;No;No;Yes
1045-LTCYT;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1544-JJMYL;Male;No;Yes;DSL;Yes;No;Yes;Yes;Yes;No;No;No
4636-JGAAI;Male;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;No;No
6874-SGLHU;Male;No;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes;No
5951-AOFIH;Male;No;Yes;DSL;No;Yes;Yes;No;Yes;No;Yes;No
4729-XKASR;Male;No;No;DSL;No;No;No;No;No;No;No;Yes
3059-NGMXB;Male;Yes;Yes;DSL;Yes;Yes;No;No;No;Yes;No;No
8652-YHIYU;Female;No;Yes;Fiber optic;No;No;No;Yes;No;No;Yes;No
5278-PNYOX;Female;No;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;No;No
5449-FIBXJ;Male;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;No;Yes
3486-HOOGQ;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;No;No
5061-PBXFW;Female;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;No;No
8630-FJLIB;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;No
3891-NLXJB;Male;No;No;DSL;Yes;Yes;No;Yes;No;No;Yes;No
4749-OJKQU;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;No
0577-WHMEV;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;No;No
5453-AXEPF;Male;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Yes;No
3639-XJHKQ;Female;No;Yes;DSL;Yes;Yes;Yes;No;No;No;Yes;No
3716-LRGXK;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;No;No
2263-SFSQZ;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
9950-MTGYX;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
3397-AVTKU;Male;No;Yes;DSL;No;Yes;No;No;No;Yes;Yes;No
4825-FUREZ;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
9837-BMCLM;Male;No;Yes;Fiber optic;No;No;No;No;Yes;No;Yes;Yes
2672-OJQZP;Female;No;Yes;DSL;No;No;No;No;No;No;No;No
0137-UDEUO;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;Yes
3134-DSHVC;Female;No;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;No;No
6161-UUUTA;Male;No;Yes;Fiber optic;No;No;No;No;Yes;No;Yes;Yes
7821-DPRQE;Male;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Yes;No
6543-XRMYR;Female;No;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes;Yes
2001-EWBQU;Female;No;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;No;No
4925-LMHOK;Male;No;Yes;DSL;No;Yes;No;Yes;No;No;Yes;Yes
1608-GMEWB;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;No
6695-AMZUF;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;No
1455-UGQVH;Male;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes;Yes
8410-BGQXN;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
8280-MQRQN;Female;No;Yes;DSL;No;No;Yes;No;No;No;Yes;Yes
1619-YWUBB;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
7611-YKYTC;Male;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;No;No
2037-SGXHH;Male;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Yes;Yes
3178-FESZO;Female;No;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Yes;Yes
0365-GXEZS;Male;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;No;No
0082-OQIQY;Male;No;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Yes;No
6087-MVHJH;Female;No;Yes;Fiber optic;No;No;Yes;No;No;Yes;Yes;Yes
4603-JANFB;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
3018-TFTSU;Male;No;Yes;Fiber optic;Yes;No;Yes;No;No;No;No;Yes
3606-SBKRY;Male;No;No;DSL;No;No;Yes;No;Yes;Yes;Yes;No
4806-KEXQR;Male;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes;Yes
0667-NSRGI;Female;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;Yes;No
7083-YNSKY;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;Yes
6893-ODYYE;Male;No;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Yes;No
8242-JSVBO;Male;No;Yes;DSL;No;No;No;No;No;No;Yes;No
2479-BRAMR;Male;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;Yes;Yes
9541-ZPSEA;Male;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;No;No
2665-NPTGL;Female;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes;No
1139-WUOAH;Male;No;No;DSL;No;No;Yes;Yes;Yes;Yes;No;No
4693-VWVBO;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7434-SHXLS;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;Yes
6937-GCDGQ;Male;Yes;Yes;DSL;Yes;No;No;No;No;No;Yes;No
0988-JRWWP;Female;No;Yes;DSL;No;No;No;No;Yes;No;Yes;No
5075-JSDKI;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7908-QCBCA;Female;Yes;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
8644-XYTSV;Male;Yes;No;DSL;Yes;No;No;No;Yes;No;Yes;No
6711-FLDFB;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
3873-WOSBC;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
7465-ZZRVX;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;No
7975-JMZNT;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;No
7251-XFOIL;Female;No;Yes;Fiber optic;No;No;Yes;No;No;Yes;No;No
4116-IQRFR;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
3714-JTVOV;Female;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Yes;Yes
8259-DZLIZ;Female;Yes;Yes;DSL;No;Yes;No;No;No;No;Yes;No
0442-ZXKVS;Female;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
7853-WNZSY;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
3120-FAZKD;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
8606-OEGQZ;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0225-ZORZP;Male;No;Yes;Fiber optic;No;Yes;No;No;No;Yes;No;No
4702-IOQDC;Female;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
9489-JMTTN;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;No
0575-CUQOV;Male;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes;No
0967-BMLBD;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
6178-KFNHS;Female;No;Yes;Fiber optic;Yes;No;No;No;No;No;Yes;Yes
2830-LEWOA;Male;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;No;No
5006-MXVRN;Female;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
1264-BYWMS;Male;No;Yes;Fiber optic;No;No;No;No;Yes;Yes;Yes;Yes
9658-WYUFB;Female;No;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;Yes;Yes
8327-WKMIE;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
6917-FIJHC;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
5329-KRDTM;Male;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;No;No
7797-EJMDP;Female;No;Yes;DSL;Yes;No;No;Yes;No;Yes;No;No
3530-VWVGU;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
2013-SGDXK;Female;No;Yes;Fiber optic;No;Yes;No;No;Yes;No;No;Yes
6368-NWMCE;Female;No;Yes;DSL;No;Yes;No;Yes;No;Yes;No;No
3633-CDBUW;Male;No;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;No;No
0707-HOVVN;Female;No;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Yes;No
8580-QVLOC;Female;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;No;Yes
3956-MGXOG;Female;No;Yes;Fiber optic;No;No;No;No;No;Yes;Yes;No
9274-UARKJ;Female;No;Yes;Fiber optic;No;Yes;No;No;Yes;No;Yes;No
4077-HWUYD;Male;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Yes;No
2012-NWRPA;Female;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes;Yes
8808-ELEHO;Male;No;Yes;Fiber optic;No;No;Yes;No;No;No;Yes;Yes
0103-CSITQ;Female;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Yes;No
3506-LCJDC;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;Yes
8671-KKKOS;Female;Yes;No;DSL;Yes;Yes;No;No;Yes;No;No;No
7305-ZWMAJ;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
9518-XXBXE;Male;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;No;No
3934-HXCFZ;Male;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Yes;Yes
6578-KRMAW;Male;No;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;Yes;No
4860-IJUDE;Male;No;Yes;Fiber optic;Yes;No;No;No;No;No;Yes;No
7666-WKRON;Female;No;Yes;Fiber optic;No;No;Yes;Yes;No;No;Yes;Yes
9688-YGXVR;Female;No;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Yes;No
0423-UDIJQ;Male;No;Yes;DSL;No;No;No;Yes;No;No;No;No
1945-XISKS;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
4910-AQFFX;Male;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Yes;Yes
2154-KVJFF;Female;No;Yes;Fiber optic;No;Yes;No;No;No;No;Yes;Yes
5360-LJCNJ;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Yes;No
2607-FBDFF;Male;No;Yes;DSL;No;No;No;Yes;No;No;No;No
9647-ERGBE;Female;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Yes;Yes
3428-XZMAZ;Male;No;Yes;Fiber optic;No;No;No;No;No;No;Yes;Yes
1100-DDVRV;Male;Yes;No;DSL;No;Yes;No;No;Yes;Yes;Yes;No
0378-TOVMS;Female;No;Yes;Fiber optic;No;No;No;Yes;No;Yes;No;Yes
4355-HBJHH;Male;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;Yes;Yes
6728-WYQBC;Male;No;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
9058-CBREO;Female;No;Yes;DSL;No;No;No;No;No;No;No;Yes
9029-FEGVJ;Female;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;No;No
7216-KAOID;Male;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;No;No
0318-QUUOB;Male;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Yes;Yes
6145-NNPNO;Female;No;Yes;DSL;No;No;No;No;No;No;No;No
5520-FVEWJ;Female;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Yes;Yes
5339-TJFEK;Male;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Yes;No
5572-ZDXHY;Female;No;Yes;Fiber optic;No;Yes;No;No;No;Yes;Yes;Yes
2074-GUHPQ;Female;No;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Yes;No
4625-XMOYM;Female;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Yes;No
5827-MWCZK;Male;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Yes;No
